"thread_title";"thread_title_link";"author";"replies";"views";"lastuser";"lastuser_link";"lastpost_link";"lastpost_datetime"
"GREAT pathology report (and a few minor setbacks, but who cares!)";"http://www.cancerforums.net/threads/45240-GREAT-pathology-report-(and-a-few-minor-setbacks-but-who-cares!)";"Mrs.";5;1;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/45240-GREAT-pathology-report-(and-a-few-minor-setbacks-but-who-cares!)?p=288154#post288154";"08-17-2015, 05:21 PM"
"Greetings";"http://www.cancerforums.net/threads/47033-Greetings";"Big";26;4;"SeaCock";"http://www.cancerforums.net/members/118156-SeaCock";"http://www.cancerforums.net/threads/47033-Greetings?p=301996#post301996";"02-02-2016, 11:56 PM"
"Greetings from (near) Detroit";"http://www.cancerforums.net/threads/35097-Greetings-from-(near)-Detroit";"DTrom";8;2;"lLance";"http://www.cancerforums.net/members/103736-lLance";"http://www.cancerforums.net/threads/35097-Greetings-from-(near)-Detroit?p=215944#post215944";"11-30-2013, 12:33 AM"
"Groin pain one year after prostate cancer surgery";"http://www.cancerforums.net/threads/43373-Groin-pain-one-year-after-prostate-cancer-surgery";"dakotadean";4;2;"Pratoman";"http://www.cancerforums.net/members/71581-Pratoman";"http://www.cancerforums.net/threads/43373-Groin-pain-one-year-after-prostate-cancer-surgery?p=273289#post273289";"03-13-2015, 02:00 AM"
"Guess I'm in this Elite Group now.";"http://www.cancerforums.net/threads/30129-Guess-I-m-in-this-Elite-Group-now";"jfd";16;3;"Gunny_Tx";"http://www.cancerforums.net/members/99979-Gunny_Tx";"http://www.cancerforums.net/threads/30129-Guess-I-m-in-this-Elite-Group-now?p=179240#post179240";"03-24-2013, 03:23 PM"
"Guidance - probability of prostate cancer";"http://www.cancerforums.net/threads/37978-Guidance-probability-of-prostate-cancer";"joeflorida";14;3;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/37978-Guidance-probability-of-prostate-cancer?p=235946#post235946";"04-22-2014, 01:56 AM"
"Guidelines for High Dose Brachy (monotherapy)";"http://www.cancerforums.net/threads/47252-Guidelines-for-High-Dose-Brachy-(monotherapy)";"Lumore51";0;548;"Lumore51";"http://www.cancerforums.net/members/118558-Lumore51";"http://www.cancerforums.net/threads/47252-Guidelines-for-High-Dose-Brachy-(monotherapy)?p=303607#post303607";"02-24-2016, 03:34 AM"
"gynecomastia after ADT?";"http://www.cancerforums.net/threads/11770-gynecomastia-after-ADT";"badtrip";2;3;"JerryB";"http://www.cancerforums.net/members/17025-JerryB";"http://www.cancerforums.net/threads/11770-gynecomastia-after-ADT?p=60908#post60908";"01-21-2010, 12:03 PM"
"Habanero Peppers / Capsaicin questions.";"http://www.cancerforums.net/threads/27275-Habanero-Peppers-Capsaicin-questions";"chrisz";8;7;"Thomas Holland";"http://www.cancerforums.net/members/18707-Thomas-Holland";"http://www.cancerforums.net/threads/27275-Habanero-Peppers-Capsaicin-questions?p=259065#post259065";"11-10-2014, 09:52 PM"
"Had a problem after taking a Viagra for the first time";"http://www.cancerforums.net/threads/45020-Had-a-problem-after-taking-a-Viagra-for-the-first-time";"white08gt";2;969;"white08gt";"http://www.cancerforums.net/members/110797-white08gt";"http://www.cancerforums.net/threads/45020-Had-a-problem-after-taking-a-Viagra-for-the-first-time?p=286562#post286562";"07-31-2015, 02:20 AM"
"Had bloodwork down today. Low RBC's";"http://www.cancerforums.net/threads/41833-Had-bloodwork-down-today-Low-RBC-s";"lzicc";6;1;"lzicc";"http://www.cancerforums.net/members/112646-lzicc";"http://www.cancerforums.net/threads/41833-Had-bloodwork-down-today-Low-RBC-s?p=261095#post261095";"11-28-2014, 12:37 PM"
"Had CT Scan done this morning. Now we wait.";"http://www.cancerforums.net/threads/40850-Had-CT-Scan-done-this-morning-Now-we-wait";"lzicc";5;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/40850-Had-CT-Scan-done-this-morning-Now-we-wait?p=253483#post253483";"09-22-2014, 03:32 AM"
"Had my Biopsy today";"http://www.cancerforums.net/threads/46199-Had-my-Biopsy-today";"mike54";3;959;"RonDeF";"http://www.cancerforums.net/members/117541-RonDeF";"http://www.cancerforums.net/threads/46199-Had-my-Biopsy-today?p=294868#post294868";"10-27-2015, 01:18 PM"
"Had my ORP yesterday...";"http://www.cancerforums.net/threads/49291-Had-my-ORP-yesterday";"maxphunn";11;666;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/49291-Had-my-ORP-yesterday?p=321261#post321261";"10-28-2016, 05:15 AM"
"Had our first MD Anderson visit and surgery scheduled for April 1st";"http://www.cancerforums.net/threads/43244-Had-our-first-MD-Anderson-visit-and-surgery-scheduled-for-April-1st";"TxMommy";9;2;"R. L. T.";"http://www.cancerforums.net/members/114917-R-L-T";"http://www.cancerforums.net/threads/43244-Had-our-first-MD-Anderson-visit-and-surgery-scheduled-for-April-1st?p=272560#post272560";"03-06-2015, 09:25 PM"
"Had Prostatechtomy & Radiation, but PSA still climbing";"http://www.cancerforums.net/threads/27125-Had-Prostatechtomy-amp-Radiation-but-PSA-still-climbing";"seaweed77";4;1;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/27125-Had-Prostatechtomy-amp-Radiation-but-PSA-still-climbing?p=159207#post159207";"12-07-2012, 04:16 AM"
"Had RALP surgery wedenesday 5/28";"http://www.cancerforums.net/threads/38890-Had-RALP-surgery-wedenesday-5-28";"Ralph113";20;5;"Mikla";"http://www.cancerforums.net/members/106499-Mikla";"http://www.cancerforums.net/threads/38890-Had-RALP-surgery-wedenesday-5-28?p=241915#post241915";"06-07-2014, 06:29 PM"
"had tests";"http://www.cancerforums.net/threads/27750-had-tests";"chrisjc";1;878;"lancepeace";"http://www.cancerforums.net/members/24104-lancepeace";"http://www.cancerforums.net/threads/27750-had-tests?p=161600#post161600";"12-18-2012, 08:17 PM"
"Hair loss";"http://www.cancerforums.net/threads/46356-Hair-loss";"creekrat";3;1;"jnight72";"http://www.cancerforums.net/members/109425-jnight72";"http://www.cancerforums.net/threads/46356-Hair-loss?p=296133#post296133";"11-13-2015, 09:04 PM"
"Hair loss, just wondering?";"http://www.cancerforums.net/threads/47404-Hair-loss-just-wondering";"creekrat";2;586;"white08gt";"http://www.cancerforums.net/members/110797-white08gt";"http://www.cancerforums.net/threads/47404-Hair-loss-just-wondering?p=304750#post304750";"03-09-2016, 09:18 PM"
"Hallo";"http://www.cancerforums.net/threads/33604-Hallo";"RezartQorri";3;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/33604-Hallo?p=205022#post205022";"09-12-2013, 12:13 AM"
"Happy";"http://www.cancerforums.net/threads/47857-Happy";"jdsky";8;909;"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"http://www.cancerforums.net/threads/47857-Happy?p=308227#post308227";"05-01-2016, 08:27 PM"
"Happy 4th!";"http://www.cancerforums.net/threads/32239-Happy-4th!";"MartyAtx";1;750;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/32239-Happy-4th!?p=194317#post194317";"07-05-2013, 06:38 PM"
"Happy Dance for HT Holiday";"http://www.cancerforums.net/threads/44553-Happy-Dance-for-HT-Holiday";"Haliday";11;2;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/44553-Happy-Dance-for-HT-Holiday?p=291496#post291496";"09-21-2015, 01:14 PM"
"Happy Father's Day!";"http://www.cancerforums.net/threads/39185-Happy-Father-s-Day!";"azsunshine";2;802;"azsunshine";"http://www.cancerforums.net/members/105456-azsunshine";"http://www.cancerforums.net/threads/39185-Happy-Father-s-Day!?p=242858#post242858";"06-16-2014, 03:48 AM"
"Happy New Year to al my forum buddies";"http://www.cancerforums.net/threads/46768-Happy-New-Year-to-al-my-forum-buddies";"PDV";4;1;"FloridaSunshine";"http://www.cancerforums.net/members/117852-FloridaSunshine";"http://www.cancerforums.net/threads/46768-Happy-New-Year-to-al-my-forum-buddies?p=299563#post299563";"01-03-2016, 08:14 PM"
"Happy New Year!";"http://www.cancerforums.net/threads/46757-Happy-New-Year!";"wishbonedays";10;2;"Frenchy";"http://www.cancerforums.net/members/116401-Frenchy";"http://www.cancerforums.net/threads/46757-Happy-New-Year!?p=299555#post299555";"01-03-2016, 06:39 PM"
"Happy News from girlfriend of PC survivor";"http://www.cancerforums.net/threads/35949-Happy-News-from-girlfriend-of-PC-survivor";"swelborn";3;1;"Am232628";"http://www.cancerforums.net/members/108678-Am232628";"http://www.cancerforums.net/threads/35949-Happy-News-from-girlfriend-of-PC-survivor?p=220683#post220683";"01-02-2014, 11:33 PM"
"Happy Thanksgiving";"http://www.cancerforums.net/threads/41858-Happy-Thanksgiving";"HighlanderCFH";9;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/41858-Happy-Thanksgiving?p=261126#post261126";"11-28-2014, 06:05 PM"
"HAPPY thanksgiving - Lots to be Thankful For";"http://www.cancerforums.net/threads/46487-HAPPY-thanksgiving-Lots-to-be-Thankful-For";"Pratoman";17;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/46487-HAPPY-thanksgiving-Lots-to-be-Thankful-For?p=297161#post297161";"11-29-2015, 02:12 AM"
"Happy thanksgiving!";"http://www.cancerforums.net/threads/35152-Happy-thanksgiving!";"HighlanderCFH";7;924;"Flkjr";"http://www.cancerforums.net/members/104477-Flkjr";"http://www.cancerforums.net/threads/35152-Happy-thanksgiving!?p=215745#post215745";"11-28-2013, 12:58 AM"
"Happy to be recovering from da Vinci surgery";"http://www.cancerforums.net/threads/47863-Happy-to-be-recovering-from-da-Vinci-surgery";"Mosserj";6;1;"Webheadfred";"http://www.cancerforums.net/members/110412-Webheadfred";"http://www.cancerforums.net/threads/47863-Happy-to-be-recovering-from-da-Vinci-surgery?p=308359#post308359";"05-04-2016, 12:57 AM"
"Hard and Dry After Prostate Removal";"http://www.cancerforums.net/threads/7551-Hard-and-Dry-After-Prostate-Removal";"markinphoenix";5;13;"Ryshea";"http://www.cancerforums.net/members/96444-Ryshea";"http://www.cancerforums.net/threads/7551-Hard-and-Dry-After-Prostate-Removal?p=163004#post163004";"12-27-2012, 04:38 AM"
"hard back pain with seeds and radiation treatment";"http://www.cancerforums.net/threads/18208-hard-back-pain-with-seeds-and-radiation-treatment";"Ronanski";1;1;"Rich Wadworth";"http://www.cancerforums.net/members/32782-Rich-Wadworth";"http://www.cancerforums.net/threads/18208-hard-back-pain-with-seeds-and-radiation-treatment?p=137113#post137113";"07-14-2012, 10:55 AM"
"Harmone Shots After Cyber Knife Radiation";"http://www.cancerforums.net/threads/29304-Harmone-Shots-After-Cyber-Knife-Radiation";"mrg";4;1;"mrg";"http://www.cancerforums.net/members/99417-mrg";"http://www.cancerforums.net/threads/29304-Harmone-Shots-After-Cyber-Knife-Radiation?p=172134#post172134";"02-11-2013, 08:34 PM"
"Harvard Medical School 2015 Report on Prostate Disease";"http://www.cancerforums.net/threads/43110-Harvard-Medical-School-2015-Report-on-Prostate-Disease";"ChiliDog";0;1;"ChiliDog";"http://www.cancerforums.net/members/113644-ChiliDog";"http://www.cancerforums.net/threads/43110-Harvard-Medical-School-2015-Report-on-Prostate-Disease?p=271272#post271272";"02-24-2015, 04:47 PM"
"has anybody chose the wait and watch medtod and for how long";"http://www.cancerforums.net/threads/13700-has-anybody-chose-the-wait-and-watch-medtod-and-for-how-long";"240garth";7;5;"neutrondbob";"http://www.cancerforums.net/members/14910-neutrondbob";"http://www.cancerforums.net/threads/13700-has-anybody-chose-the-wait-and-watch-medtod-and-for-how-long?p=73458#post73458";"08-08-2010, 05:12 PM"
"Has anyone had PSA of 30 to 50 with low Gleason?";"http://www.cancerforums.net/threads/43004-Has-anyone-had-PSA-of-30-to-50-with-low-Gleason";"goatts";15;3;"goatts";"http://www.cancerforums.net/members/114524-goatts";"http://www.cancerforums.net/threads/43004-Has-anyone-had-PSA-of-30-to-50-with-low-Gleason?p=270404#post270404";"02-18-2015, 09:51 PM"
"Has anyone had this rare form of prostate ca?";"http://www.cancerforums.net/threads/9617-Has-anyone-had-this-rare-form-of-prostate-ca";"Bevvygirl";1;2;"pbj11";"http://www.cancerforums.net/members/5931-pbj11";"http://www.cancerforums.net/threads/9617-Has-anyone-had-this-rare-form-of-prostate-ca?p=49112#post49112";"07-03-2009, 12:49 PM"
"Has anyone had TURP surgery prior to Robotic Radical Prostatectomy?";"http://www.cancerforums.net/threads/44920-Has-anyone-had-TURP-surgery-prior-to-Robotic-Radical-Prostatectomy";"Dan925";3;1;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/44920-Has-anyone-had-TURP-surgery-prior-to-Robotic-Radical-Prostatectomy?p=285652#post285652";"07-19-2015, 01:22 PM"
"Has Anyone tried Sudafed to help Relieve Incontinence?";"http://www.cancerforums.net/threads/11192-Has-Anyone-tried-Sudafed-to-help-Relieve-Incontinence";"Travelingman";0;2;"Travelingman";"http://www.cancerforums.net/members/17131-Travelingman";"http://www.cancerforums.net/threads/11192-Has-Anyone-tried-Sudafed-to-help-Relieve-Incontinence?p=57743#post57743";"11-18-2009, 03:43 AM"
"Has anyone tried the Plant Programme diet?";"http://www.cancerforums.net/threads/30707-Has-anyone-tried-the-Plant-Programme-diet";"Sandy_C";7;2;"Tom Gomes";"http://www.cancerforums.net/members/96740-Tom-Gomes";"http://www.cancerforums.net/threads/30707-Has-anyone-tried-the-Plant-Programme-diet?p=183139#post183139";"04-17-2013, 09:46 PM"
"Has anyone tried these trial drugs?";"http://www.cancerforums.net/threads/47830-Has-anyone-tried-these-trial-drugs";"WifeinWorry";2;485;"Fairwind";"http://www.cancerforums.net/members/20405-Fairwind";"http://www.cancerforums.net/threads/47830-Has-anyone-tried-these-trial-drugs?p=308052#post308052";"04-29-2016, 04:55 PM"
"Has this happened to ANYONE?";"http://www.cancerforums.net/threads/10332-Has-this-happened-to-ANYONE";"drs";7;4;"Gordy650";"http://www.cancerforums.net/members/18246-Gordy650";"http://www.cancerforums.net/threads/10332-Has-this-happened-to-ANYONE?p=56792#post56792";"11-02-2009, 01:01 AM"
"Has this happened to you?";"http://www.cancerforums.net/threads/17228-Has-this-happened-to-you";"JohnFlovin";4;3;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/17228-Has-this-happened-to-you?p=90714#post90714";"05-23-2011, 06:40 PM"
"Have a Couple of Radiation/Hormone Questions";"http://www.cancerforums.net/threads/8721-Have-a-Couple-of-Radiation-Hormone-Questions";"ThingsCouldBeWorse";3;2;"Beth56";"http://www.cancerforums.net/members/11599-Beth56";"http://www.cancerforums.net/threads/8721-Have-a-Couple-of-Radiation-Hormone-Questions?p=43527#post43527";"02-26-2009, 06:02 PM"
"Have Full Pathpology/Biopsy Results now-- PLEASE give opions/advice";"http://www.cancerforums.net/threads/30041-Have-Full-Pathpology-Biopsy-Results-now-PLEASE-give-opions-advice";"Kazzie61";9;2;"Kazzie61";"http://www.cancerforums.net/members/100211-Kazzie61";"http://www.cancerforums.net/threads/30041-Have-Full-Pathpology-Biopsy-Results-now-PLEASE-give-opions-advice?p=178132#post178132";"03-18-2013, 10:47 AM"
"Have I got advanced prostate cancer?";"http://www.cancerforums.net/threads/48730-Have-I-got-advanced-prostate-cancer";"matthewb";9;839;"matthewb";"http://www.cancerforums.net/members/120475-matthewb";"http://www.cancerforums.net/threads/48730-Have-I-got-advanced-prostate-cancer?p=316212#post316212";"08-23-2016, 02:45 PM"
"Have I got Avodart sorted out ?";"http://www.cancerforums.net/threads/20545-Have-I-got-Avodart-sorted-out";"Brian";8;5;"Curt";"http://www.cancerforums.net/members/26463-Curt";"http://www.cancerforums.net/threads/20545-Have-I-got-Avodart-sorted-out?p=113306#post113306";"12-24-2011, 01:13 PM"
"Have I waited to long to deal with my ED?";"http://www.cancerforums.net/threads/48005-Have-I-waited-to-long-to-deal-with-my-ED";"aldenyc2015";4;814;"SeaCock";"http://www.cancerforums.net/members/118156-SeaCock";"http://www.cancerforums.net/threads/48005-Have-I-waited-to-long-to-deal-with-my-ED?p=309569#post309569";"05-19-2016, 11:44 PM"
"Have PC";"http://www.cancerforums.net/threads/47474-Have-PC";"gkwhisler";12;1;"ddayglo";"http://www.cancerforums.net/members/104661-ddayglo";"http://www.cancerforums.net/threads/47474-Have-PC?p=305460#post305460";"03-21-2016, 11:05 PM"
"Have The Biopsy !";"http://www.cancerforums.net/threads/26402-Have-The-Biopsy-!";"Derkie54";2;1;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/26402-Have-The-Biopsy-!?p=153021#post153021";"11-01-2012, 12:37 AM"
"Have they FINALLY found it??";"http://www.cancerforums.net/threads/45467-Have-they-FINALLY-found-it";"Fairwind";5;1;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/45467-Have-they-FINALLY-found-it?p=289327#post289327";"08-27-2015, 03:05 PM"
"Have they made improvements";"http://www.cancerforums.net/threads/31273-Have-they-made-improvements";"35coupe";3;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/31273-Have-they-made-improvements?p=186417#post186417";"05-10-2013, 04:09 AM"
"Having my prostatectomy tomorrow morning...";"http://www.cancerforums.net/threads/20531-Having-my-prostatectomy-tomorrow-morning";"Ghostpolitics";8;4;"blktro";"http://www.cancerforums.net/members/27553-blktro";"http://www.cancerforums.net/threads/20531-Having-my-prostatectomy-tomorrow-morning?p=112736#post112736";"12-20-2011, 01:44 PM"
"Having problems, now 11 weeks after Davinci....any suggestions welcome";"http://www.cancerforums.net/threads/32321-Having-problems-now-11-weeks-after-Davinci-any-suggestions-welcome";"Espo";4;1;"Espo";"http://www.cancerforums.net/members/104892-Espo";"http://www.cancerforums.net/threads/32321-Having-problems-now-11-weeks-after-Davinci-any-suggestions-welcome?p=194877#post194877";"07-09-2013, 06:07 PM"
